date,open,high,low,close,volume
2026-04-24,175.475,178.45,174.95,177.98,5045377.960353999
2026-04-26,180.11,184.29,176.61,181.725,5301529.874597
2026-04-27,181.65,184.42,180.0,181.89,8296212.724835002
2026-04-28,182.03,183.48,177.35,179.97,6294682.291475
2026-04-29,180.01,181.7835,173.0,177.0,10046905.268682
2026-04-30,176.855,186.04,174.28,182.65,11586315.941831
2026-05-01,182.55,184.5,182.095,183.67,6222671.80405
2026-05-03,184.71,190.31,182.2,186.63,3911817.934986
2026-05-04,186.47,187.46,181.1,185.04,9178857.186695
2026-05-05,185.1,187.9,182.13,182.53,6857741.9115659995
2026-05-06,182.59,188.58,179.57,187.94,11350907.47955
2026-05-07,187.92,188.005,176.88,178.98,12461557.666797
2026-05-08,179.02,181.8718,178.9,181.3,7758869.843831
2026-05-10,181.45,182.5,178.0801,178.47,3610612.792971
2026-05-11,178.45,178.7,173.62,174.155,8295089.491436
2026-05-12,173.8,174.1099,165.97,166.02,9243896.429361
2026-05-13,165.97,168.9399,164.3275,168.8,10526955.694491
2026-05-14,168.76,174.56,166.79,173.73,9187839.355268002
2026-05-15,173.73,175.97,172.88,173.4065,6126395.928952999
2026-05-17,174.02,180.78,169.55,178.01,6354127.942256002
2026-05-18,177.875,187.44,177.72,180.5,13812155.808643999
2026-05-19,180.55,184.14,173.34,177.54,11634492.220601
2026-05-20,177.56,180.33,171.99,174.68,10408182.616294
2026-05-21,174.7,183.35,174.45,178.98,8761848.843488
2026-05-22,178.93,181.35,178.85,179.79,4461315.364998
2026-05-25,180.49,182.3599,177.6812,181.385,4956999.202846
2026-05-26,181.595,183.92,177.15,179.98,10689934.670266
2026-05-27,180.045,184.1,166.0,179.77,22453773.52348
2026-05-28,179.8,193.3,175.305,192.88,20273685.039156
2026-05-29,192.93,194.1448,190.11,192.8,11314589.668665001
2026-05-31,195.7,211.09,192.8,210.74,15195444.456257999
2026-06-01,210.7,211.34,195.76,198.38,18974164.726861
2026-06-02,198.32,202.59,190.69,191.62,14025651.266296
2026-06-03,191.605,198.09,186.3,189.48,11599396.943270002
2026-06-04,189.51,192.51,185.38,185.53,11270264.194025
2026-06-05,185.49,187.48,183.0818,184.04,6804842.117035
2026-06-07,184.02,187.65,181.71,182.165,4546179.3716
2026-06-08,182.1,183.85,173.13,173.29,11130732.334953
2026-06-09,173.235,175.82,170.03,174.89,13436840.667338997
2026-06-10,174.82,175.025,163.31,164.855,10044192.241966
2026-06-11,164.865,167.96,161.4,164.225,14165557.871298
2026-06-12,164.26,166.54,164.11,165.7042,7007712.964741002
2026-06-14,168.0,170.81,165.25,168.54,5021626.281664
2026-06-15,168.61,168.75,161.721,161.9,12351225.362398999
2026-06-16,161.82,162.6,157.085,158.26,11628326.175634002
2026-06-17,158.35,159.09,149.8,152.465,20115941.154163
